ID,p_Action,p_Adventure,p_Animation,p_Biography,p_Comedy,p_Crime,p_Documentary,p_Drama,p_Family,p_Fantasy,p_Film-Noir,p_History,p_Horror,p_Music,p_Musical,p_Mystery,p_News,p_Romance,p_Sci-Fi,p_Short,p_Sport,p_Thriller,p_War,p_Western
1265,0.26537678,0.10522468,0.06010757,0.056987252,0.17528859,0.15033634,0.00909462,0.6355949,0.08259239,0.06164012,0.010805322,0.02677419,0.049705938,0.024422187,0.0135578625,0.070195936,0.00011101589,0.057624836,0.090035565,0.008606161,0.02338156,0.285588,0.07620243,0.05643793
1266,0.061426904,0.052239165,0.24088809,0.032119256,0.40807387,0.03730019,0.0046097147,0.4957655,0.29996365,0.32399032,0.0103226025,0.010455002,0.5853785,0.016304627,0.051262353,0.2507343,0.0001396406,0.054219168,0.1626016,0.004780746,0.0036410638,0.20887122,0.0053577414,0.02628065
1267,0.046927348,0.079050906,0.24010853,0.099817075,0.6946267,0.06883156,0.069062695,0.4725107,0.3524698,0.10327051,0.018967878,0.036316834,0.06415107,0.09182455,0.06285747,0.036841955,0.0049531795,0.18914428,0.031770896,0.06368795,0.0645756,0.07367594,0.024400638,0.10491656
1274,0.66165084,0.04943737,0.028742837,0.03654519,0.0818481,0.45117018,0.006657683,0.62665343,0.022241117,0.04973635,0.014281773,0.025867322,0.10346804,0.0068403007,0.0043198224,0.083717,6.776715e-05,0.02466633,0.09977117,0.0048636957,0.003879415,0.71948886,0.09554296,0.05380967
1276,0.14923863,0.016994953,0.024697447,0.0890703,0.086448744,0.2540556,0.1650189,0.54348737,0.013705319,0.029222317,0.004434504,0.010769581,0.041768387,0.00717264,0.0025616784,0.069245584,1.2726111e-05,0.010217779,0.041203007,0.0029432941,0.010919665,0.21687114,0.029560251,0.03892367
1279,0.13816138,0.03439606,0.007849209,0.023182178,0.096174136,0.20471245,0.0010962825,0.78290766,0.005836407,0.02653415,0.013273888,0.010914547,0.06754358,0.005315419,0.008376369,0.15736571,9.570441e-06,0.11409267,0.012445498,0.0008124882,0.0019629102,0.6005767,0.12962514,0.040878527
1283,0.038091637,0.0065272874,0.043013453,0.022336999,0.20568542,0.04055752,0.0023650515,0.58012754,0.021702541,0.076559566,0.0014621476,0.002785594,0.56136817,0.030632416,0.0144418385,0.08306414,6.786613e-06,0.09279394,0.040055573,0.0014605973,0.0019809392,0.22611326,0.0024739127,0.011011338
1286,0.055730876,0.028944086,0.034814708,0.031802114,0.22944678,0.06308683,0.0034530475,0.85484356,0.0322902,0.042076264,0.0048359875,0.0049688984,0.026317181,0.011109916,0.016922781,0.06006024,9.989438e-06,0.13246895,0.018574689,0.0012242182,0.007258485,0.18105434,0.02009265,0.027644683
1290,0.14016859,0.1129209,0.122633725,0.02729439,0.36318555,0.20064564,0.0018980164,0.45280185,0.07591762,0.13192618,0.01411723,0.0170436,0.20342362,0.018498324,0.033012394,0.13098261,4.503867e-05,0.09593149,0.07409947,0.009667513,0.0058639757,0.36027512,0.018472014,0.036286835
1291,0.47795254,0.29008567,0.1119181,0.026427446,0.053838614,0.05969744,0.0020005885,0.70800406,0.11612404,0.19106795,0.007159171,0.043999944,0.21328758,0.0025826367,0.008741995,0.082679406,2.7189815e-05,0.028445916,0.16805016,0.0030715826,0.0031814675,0.3285049,0.2695093,0.20016745
1296,0.2371885,0.33342388,0.21379249,0.0224641,0.2854627,0.0502571,0.0035390682,0.46569252,0.1478268,0.16823703,0.0025872902,0.014620005,0.026791744,0.005183144,0.036751267,0.029680273,3.0167674e-05,0.1075832,0.04256607,0.005990404,0.007653084,0.12918912,0.0561207,0.11946122
1300,0.4500945,0.24300726,0.18806782,0.009900756,0.12682055,0.10010309,0.0034920021,0.26134548,0.14556207,0.2991905,0.006598336,0.013962996,0.47740197,0.003673823,0.013710618,0.21645358,1.9875572e-05,0.02391621,0.20982204,0.004199212,0.00244578,0.5418386,0.026663173,0.030572599
1301,0.016407441,0.012010139,0.023500936,0.24644673,0.30413705,0.042225726,0.22698374,0.76413137,0.025466941,0.03641736,0.0040179337,0.047916844,0.050363366,0.11107014,0.024037322,0.026127333,0.0002302774,0.22084229,0.013928321,0.021951448,0.03740971,0.049209733,0.097788155,0.028629662
1304,0.016423233,0.008365551,0.016544709,0.09875404,0.62120473,0.15547313,0.0083701415,0.7883055,0.019604575,0.018880004,0.028279336,0.0050147674,0.005759165,0.042655308,0.05875166,0.030671433,1.9134553e-05,0.70323414,0.0031048069,0.0038766486,0.008137166,0.101114124,0.02103007,0.013775462
1306,0.1883763,0.065856494,0.04129655,0.017490685,0.25120443,0.49901396,0.0034195923,0.5549152,0.036275793,0.072911695,0.009415431,0.0069422764,0.08745977,0.0029869373,0.0075907605,0.08102602,2.4284951e-05,0.035868622,0.0448116,0.004347374,0.004065656,0.33793655,0.011875201,0.059457134
1307,0.2420658,0.037832376,0.07047619,0.024892459,0.55877787,0.48411363,0.0013869228,0.39998123,0.062941305,0.048876718,0.029076511,0.005253082,0.05972878,0.012250371,0.011696257,0.15692897,2.8179795e-05,0.06466465,0.06419852,0.004776775,0.0076491386,0.5016583,0.007638052,0.019077476
1308,0.11560757,0.0276648,0.0478344,0.058709547,0.44737196,0.21757655,0.0034357358,0.71620953,0.040339947,0.04607858,0.026575863,0.021400282,0.01956498,0.015120095,0.018272001,0.074890964,4.4462686e-05,0.2811949,0.011719876,0.0020145788,0.008223748,0.23560965,0.044426166,0.050523594
1312,0.078176625,0.041320715,0.074090324,0.07066261,0.45765892,0.09792562,0.008762888,0.6713682,0.08432347,0.04987327,0.012744162,0.024453755,0.018884823,0.032170627,0.037552465,0.04760763,5.8438818e-05,0.31489274,0.029330363,0.0070055793,0.013664808,0.14996804,0.050999846,0.04423187
1316,0.011602812,0.013789007,0.038357116,0.024804994,0.36804366,0.026558531,0.0011381969,0.8479481,0.042191353,0.048038144,0.0061202776,0.0036722354,0.038193464,0.0150672775,0.025171276,0.048183877,5.745236e-06,0.21414092,0.008041677,0.0012760558,0.007148276,0.091292344,0.013369016,0.009141872
1324,0.53543824,0.4650141,0.53032964,0.024769297,0.18640937,0.05003766,0.0038075026,0.42277753,0.23031971,0.4392392,0.0076397005,0.025153222,0.12132561,0.010273886,0.08381628,0.06547217,7.5775664e-05,0.039055806,0.2985768,0.012464354,0.0074806735,0.19195002,0.09129632,0.0357658
1325,0.42643896,0.71562266,0.6043194,0.013052517,0.19510879,0.007155078,0.0003144332,0.2651295,0.43231055,0.7331217,0.004226425,0.016228506,0.23762508,0.0018821582,0.06344383,0.053610597,6.264622e-06,0.11839446,0.22874084,0.0026927385,0.0029207075,0.18506561,0.029042695,0.12255974
1331,0.3293145,0.14799659,0.05640926,0.08250933,0.12618813,0.026229396,0.21680555,0.3032388,0.041836705,0.117271185,0.0037874056,0.044327214,0.247315,0.022672419,0.009132836,0.04191281,0.00039704767,0.014319872,0.47164416,0.022785835,0.06400441,0.21680163,0.16640033,0.049280625
1333,0.034340996,0.021985587,0.077898085,0.049177643,0.6845326,0.09514999,0.0021519351,0.54251784,0.16444653,0.09586148,0.004262479,0.0052094716,0.075472206,0.009730189,0.013687507,0.051624686,5.4465977e-06,0.19239736,0.024248159,0.001975182,0.014726387,0.10338508,0.004778414,0.016038392
1341,0.12482993,0.3738377,0.7075163,0.019581323,0.6630245,0.0135460505,0.004379136,0.12330466,0.7325649,0.6937779,0.002497211,0.018974118,0.26703396,0.01610459,0.06690124,0.031553,0.00015437987,0.06996955,0.19926375,0.016241377,0.027054256,0.067448266,0.013680615,0.10189378
1342,0.019969076,0.036406863,0.056526005,0.10089855,0.7383136,0.069434136,0.012775248,0.6960899,0.14925496,0.070742816,0.013356241,0.023355583,0.020024827,0.059898496,0.083224684,0.02616813,0.00055624364,0.4478996,0.003042677,0.0121672815,0.051185284,0.02957302,0.034014508,0.10827081
1343,0.48162082,0.5103318,0.18353163,0.0322658,0.0759246,0.008853148,0.048478678,0.39829767,0.13593984,0.20486367,0.0013268989,0.16476709,0.26986843,0.003605881,0.011832352,0.045271184,0.00013907439,0.015382542,0.40287614,0.004369456,0.0147149665,0.27540597,0.39330766,0.115845054
1348,0.12250452,0.3413832,0.5269449,0.012311115,0.48603225,0.025448542,0.0048283194,0.1453889,0.5430139,0.62832254,0.006484137,0.007125388,0.4653382,0.00712804,0.060876083,0.11287772,0.00022797308,0.05330798,0.32252845,0.020387653,0.0041992916,0.17385738,0.010456281,0.06772288
1353,0.044149116,0.008547219,0.04294987,0.056895874,0.26610735,0.25881666,0.005744895,0.79123646,0.017617745,0.02953614,0.027178379,0.012639057,0.048430137,0.022393767,0.012799301,0.10665979,3.857261e-05,0.20864731,0.011696746,0.002953499,0.015164062,0.25939894,0.013735406,0.02075365
1356,0.078919046,0.12891619,0.29095408,0.019670157,0.4205558,0.05202296,0.0013421074,0.42061722,0.19709434,0.31131616,0.0072187195,0.009296591,0.19276129,0.02206869,0.03158242,0.08442635,4.8685004e-05,0.2564649,0.123301364,0.005805988,0.0020378307,0.22195259,0.016800048,0.036439948
1365,0.120854296,0.08343315,0.1302141,0.021009427,0.37200725,0.1266276,0.010830549,0.32492182,0.11939181,0.22573237,0.009598988,0.019640785,0.32209516,0.014608777,0.02996983,0.15278304,0.00016013868,0.07286357,0.16166517,0.015970426,0.005304058,0.2770401,0.042151693,0.06506285
1367,0.40765375,0.14140499,0.09357777,0.06575451,0.22672375,0.23484032,0.008120855,0.65542275,0.074544586,0.098734014,0.013230452,0.035765268,0.03433793,0.009848573,0.01546256,0.045994155,0.00013534375,0.082746655,0.06658392,0.007278248,0.08171206,0.22101413,0.15460946,0.070513934
1376,0.029987533,0.05199461,0.05162337,0.15661453,0.5188324,0.03754209,0.28857553,0.49704233,0.0811706,0.083363965,0.0061407923,0.07685666,0.09806631,0.08193074,0.087256484,0.042139377,0.0032338446,0.12669986,0.009911522,0.08212172,0.023721911,0.045941234,0.1792898,0.08421338
1377,0.55970293,0.6203125,0.64900714,0.0049522514,0.5675433,0.0077420124,0.0043229703,0.05763729,0.5544461,0.43103105,0.0035736337,0.0064698537,0.34746817,0.010172221,0.041706603,0.071658574,0.00014222747,0.056378897,0.939233,0.007241048,0.0073645846,0.21348213,0.0035495479,0.038250934
1378,0.6661644,0.030033574,0.011990958,0.082068756,0.06268444,0.8319005,0.004603625,0.89749616,0.0080822,0.01463276,0.046488103,0.066180505,0.020965395,0.003575835,0.009054045,0.35227153,4.7979815e-05,0.039540123,0.016759712,0.0024594106,0.0043764464,0.82499534,0.43716192,0.104711264
1380,0.7963846,0.2657993,0.27959812,0.007855842,0.20534222,0.22452046,0.0012999028,0.12296057,0.117428765,0.22456543,0.006279099,0.0070668496,0.3357805,0.0040416056,0.005485236,0.16615039,5.6916497e-06,0.013179663,0.9083499,0.0016076986,0.0024616306,0.616828,0.010731613,0.059148803
1381,0.10540716,0.119730756,0.06944111,0.07672845,0.23046508,0.07373308,0.0043693734,0.77293533,0.055223715,0.07298277,0.012949178,0.0325794,0.01768007,0.01897715,0.029195342,0.06252059,5.7359695e-05,0.2919488,0.048670594,0.007460887,0.0053887446,0.14444096,0.18634683,0.05970822
1382,0.098594375,0.05685526,0.14650428,0.047861174,0.43686834,0.09192972,0.0024907165,0.7710129,0.10525254,0.087971926,0.020005995,0.008941466,0.04213855,0.023937332,0.045091834,0.06011216,3.8846036e-05,0.29608998,0.037275165,0.00281084,0.012612829,0.1424636,0.019109977,0.020569324
1386,0.6193699,0.07807573,0.039810028,0.027296849,0.089913346,0.33215547,0.009360479,0.57273275,0.01730401,0.08378095,0.012889598,0.047521472,0.14272135,0.00402205,0.009489688,0.14155476,0.00020707972,0.021681394,0.11487208,0.008422123,0.0053542857,0.7689562,0.121149845,0.05779849
1387,0.09527541,0.039772987,0.08664099,0.029324751,0.30166817,0.046948645,0.0123613225,0.51679176,0.061201613,0.13431051,0.006137327,0.014937766,0.1952571,0.021207932,0.040285803,0.07133409,7.5806965e-05,0.06409288,0.04875574,0.006860587,0.015741926,0.16106953,0.056569025,0.042898796
1388,0.011285423,0.012530405,0.0505001,0.028007567,0.5540316,0.04311678,0.0061238143,0.7226135,0.0691248,0.079817556,0.0067092855,0.0048010373,0.14402446,0.025070619,0.07976988,0.09229419,0.00012347661,0.3767836,0.010696693,0.0072331717,0.010071514,0.09655669,0.005949188,0.02604533
1389,0.05017824,0.03708197,0.07597389,0.019332243,0.18815121,0.064893104,0.0014826752,0.73696965,0.05790599,0.10418266,0.009079236,0.010368959,0.1719387,0.0035837744,0.02151982,0.17779483,1.2346354e-05,0.106231414,0.071676336,0.0014813846,0.0012320211,0.2639923,0.028098883,0.037204582
1390,0.14533295,0.008803291,0.032440387,0.02098601,0.6939106,0.3051668,0.0051069558,0.4369343,0.030886421,0.024067951,0.007620594,0.0026917655,0.13063551,0.011245409,0.018784018,0.09091317,7.748031e-05,0.13205805,0.019385917,0.0053972183,0.0069802664,0.44654152,0.0036365604,0.008377898
1394,0.089466326,0.019073183,0.028588926,0.006360318,0.24233913,0.25555438,0.00039101017,0.54397345,0.04154528,0.0549016,0.014613323,0.002744984,0.19710171,0.0052205143,0.011648146,0.25007817,7.6120496e-06,0.05430851,0.06993895,0.001246191,0.000898598,0.54790574,0.008035568,0.018579628
1401,0.101651564,0.099544734,0.17329448,0.0821709,0.60747534,0.032725047,0.06470748,0.50479186,0.30445984,0.1741947,0.0013120802,0.030489016,0.024758743,0.03686626,0.03285517,0.00802498,5.0333492e-05,0.0771864,0.029778413,0.007524948,0.19553715,0.052430123,0.031352207,0.085491836
1403,0.03665257,0.04473942,0.04037762,0.03182824,0.29302335,0.06603956,0.0051895035,0.8218114,0.051992066,0.067057185,0.00937308,0.010979992,0.028006844,0.020991968,0.03058837,0.06733317,2.8278782e-05,0.2959442,0.019084042,0.002531269,0.0076660994,0.15202984,0.052863035,0.029100908
1409,0.27558154,0.41153517,0.34608105,0.059032228,0.3625209,0.023256062,0.025585439,0.5120377,0.31592897,0.22393733,0.005607829,0.058745924,0.029200155,0.02110724,0.073278025,0.023537032,0.00048880954,0.15359859,0.13704687,0.019001583,0.13536085,0.10439965,0.098741315,0.06234759
1428,0.030404743,0.009162036,0.025633462,0.11137915,0.4609221,0.07719808,0.05220925,0.79210746,0.05311474,0.0434124,0.013555274,0.015292827,0.02050045,0.021008803,0.030298196,0.034002576,0.00014636289,0.1285827,0.014007287,0.0060582315,0.02672159,0.1024084,0.03251215,0.031562272
1431,0.014671043,0.019780647,0.094744585,0.05818971,0.6500156,0.03603305,0.0068701,0.6597723,0.16933592,0.06598108,0.009273445,0.0071829907,0.07203945,0.07463853,0.053128026,0.061376747,0.0001126412,0.22893842,0.019533552,0.00591538,0.048265856,0.079516016,0.010404769,0.023268027
1435,0.1563592,0.01799203,0.01590381,0.03454545,0.094495,0.6159271,0.005746886,0.5449368,0.010214202,0.036036506,0.05096154,0.01365426,0.4315395,0.003607958,0.0023227083,0.48765028,0.00010378571,0.029231397,0.032141052,0.007783702,0.00082891557,0.7682329,0.061930314,0.047036894
1439,0.5352813,0.35117105,0.13936996,0.029342528,0.14606403,0.04566695,0.009065295,0.49649793,0.06637624,0.17823948,0.005208096,0.03136239,0.0697981,0.014358575,0.020138191,0.034989353,7.539631e-05,0.11101565,0.18891464,0.005880009,0.003469825,0.34550086,0.16183841,0.14446233
1440,0.31942642,0.38941926,0.26923227,0.014042901,0.349035,0.04654405,0.0027571388,0.20737392,0.37856942,0.3412303,0.0034197643,0.016774207,0.31335616,0.0039034141,0.021938793,0.08370589,7.24469e-05,0.031958032,0.35947427,0.0053170095,0.036516283,0.21953388,0.009271258,0.08377775
1442,0.41301915,0.18493347,0.12981135,0.003871807,0.1578491,0.020110296,0.0022646917,0.15679774,0.113566026,0.14817218,0.004490522,0.0073954635,0.3399463,0.0038508596,0.004804087,0.078068696,7.847863e-06,0.013198584,0.8837807,0.0021311238,0.00038591106,0.46504033,0.032150358,0.034767747
1447,0.21168105,0.0829911,0.034060203,0.01548755,0.3726602,0.22210471,0.016379032,0.41412506,0.07117222,0.075930685,0.009078844,0.016551789,0.27877864,0.013430731,0.016413236,0.05463008,0.0009789403,0.047282074,0.037483573,0.030270021,0.04360641,0.42787167,0.038686648,0.22524467
1449,0.07410341,0.01736231,0.04469581,0.046124116,0.47321045,0.51161057,0.004615207,0.6378437,0.020792522,0.048009533,0.067876175,0.008072026,0.1772609,0.015452289,0.03225551,0.30910793,0.00042659036,0.11193502,0.009880761,0.012584292,0.0056749242,0.50861275,0.010142129,0.012476744
1455,0.046397805,0.040973797,0.067712106,0.30852377,0.10885389,0.027410602,0.9336241,0.41102573,0.052229594,0.061002776,0.003555243,0.23708352,0.044328548,0.3017272,0.008931432,0.017389998,0.0033642056,0.033906847,0.09415012,0.033800866,0.017902903,0.062570825,0.3534933,0.077358305
1460,0.056328587,0.26989052,0.20394292,0.031868216,0.44498274,0.0069647813,0.020366546,0.3610999,0.36671907,0.18279512,0.0014785131,0.03049329,0.19773439,0.02691572,0.029216968,0.036436617,0.00022281942,0.08047288,0.10774248,0.0076376908,0.017131247,0.07390316,0.034006864,0.15120612
1461,0.02666014,0.059390407,0.098066226,0.14766301,0.571177,0.07942487,0.017753862,0.7844518,0.19459541,0.09851482,0.0144252125,0.02671606,0.011468446,0.10096013,0.05738442,0.032265592,0.00021165215,0.34188518,0.007356787,0.00417664,0.057179898,0.04864239,0.020652922,0.05046533
1466,0.11149782,0.07677572,0.13296257,0.096996084,0.27594915,0.11016087,0.10697086,0.4852173,0.08162184,0.082575165,0.012444701,0.030087687,0.1499059,0.074947946,0.052368693,0.11483327,0.0008417351,0.04704886,0.13154893,0.03485305,0.012586709,0.32011622,0.03889879,0.02339768
1474,0.062432542,0.16765177,0.30668837,0.054885313,0.3710176,0.037943665,0.00767938,0.6582494,0.20620611,0.17972948,0.016472416,0.031276777,0.03534675,0.04536467,0.092540376,0.038889464,0.0002856846,0.3975454,0.06566827,0.011291912,0.017596945,0.06895298,0.08565978,0.10540426
1478,0.056457818,0.1598893,0.45997906,0.041209523,0.39317197,0.016610382,0.013990827,0.3547592,0.36446315,0.37269935,0.0058240467,0.015835045,0.119345486,0.01899481,0.08218928,0.03743495,0.0002699258,0.18401046,0.08779653,0.013484676,0.024068933,0.06991334,0.011393236,0.061588805
1481,0.06151382,0.061985906,0.117656216,0.017565977,0.45267177,0.07209753,0.000607852,0.7607663,0.1276547,0.06632234,0.0054032113,0.0068730614,0.02197019,0.008184913,0.024069617,0.034539677,3.5995965e-06,0.1622901,0.016123611,0.0010103231,0.012673748,0.08748376,0.014131971,0.021361167
1484,0.6069966,0.7266553,0.39261562,0.020086776,0.12087371,0.036829993,0.007437167,0.34120277,0.37625995,0.44544595,0.0052404823,0.068851076,0.11829137,0.0063767,0.022603039,0.07324858,7.905236e-05,0.021701772,0.4963585,0.006315523,0.0032850932,0.33936352,0.35884583,0.1662744
1492,0.11748969,0.10495534,0.23726743,0.0059385975,0.64295095,0.012368416,0.0025770823,0.09049444,0.28355506,0.18709235,0.0016288637,0.0026980825,0.23513843,0.012064317,0.01002258,0.042613782,2.9541285e-05,0.07850015,0.68736684,0.0024960903,0.0017066419,0.14636132,0.0030221448,0.021867478
1495,0.13229497,0.090477355,0.08288115,0.014766145,0.27969262,0.10889708,0.00059207925,0.75764203,0.05310241,0.1513281,0.014787984,0.0068413797,0.08884233,0.00623239,0.035663642,0.082872584,8.836701e-06,0.2223051,0.056526337,0.002032976,0.0022600417,0.29227707,0.012348552,0.041761898
1497,0.045958713,0.059182845,0.07800666,0.10686953,0.3323114,0.07897023,0.07885167,0.58931595,0.11151664,0.09494513,0.009523817,0.07241542,0.04180113,0.022201944,0.037853744,0.0667512,0.00040393492,0.1255323,0.020451508,0.011364098,0.04902272,0.0642869,0.09664908,0.04563848
1500,0.10021147,0.04695938,0.057730146,0.058203537,0.335587,0.17502593,0.012892766,0.6260091,0.05788232,0.05410508,0.06685285,0.0131004555,0.08601213,0.022711003,0.04281214,0.12531969,0.0008118958,0.13863802,0.035407096,0.017733932,0.01277452,0.23562112,0.041052494,0.061675243
1517,0.6243956,0.23998947,0.17817749,0.019299397,0.08925484,0.13539444,0.00083984993,0.44387907,0.09095953,0.27865413,0.0075361063,0.03943817,0.118566625,0.0014217375,0.018942475,0.17879932,7.720412e-06,0.041343708,0.29337305,0.00075673853,0.00224729,0.54966086,0.065438405,0.04068333
1519,0.045829363,0.05875783,0.1152548,0.05116204,0.47533643,0.09304777,0.024465045,0.46137723,0.12578763,0.1444476,0.023241952,0.023273604,0.10506899,0.04142645,0.0921333,0.1035852,0.0032686763,0.17519212,0.042184096,0.064357385,0.05830869,0.17230919,0.030851185,0.028888304
1521,0.2069276,0.02805815,0.017445909,0.04718767,0.10535569,0.5157074,0.0055623944,0.6821547,0.023479287,0.06408567,0.04635999,0.03655193,0.1280006,0.0044557154,0.0077257943,0.2730753,0.00012539394,0.065160505,0.013408749,0.004585337,0.006611323,0.6488645,0.05952921,0.12723377
1524,0.29978234,0.19045098,0.12478323,0.009614142,0.38709956,0.10733306,0.00023496705,0.575243,0.1002338,0.09330043,0.0057228915,0.004715193,0.016212186,0.0028992365,0.024136925,0.024238616,1.3912046e-06,0.11860437,0.043742366,0.0010394834,0.001731984,0.1980502,0.021764597,0.052938733
1525,0.25410122,0.03570829,0.0776659,0.030475408,0.35564712,0.6906697,0.009772365,0.4943821,0.045470163,0.07104125,0.06991725,0.013395578,0.13641456,0.005570765,0.012870938,0.18803982,0.0012390356,0.05198866,0.052685287,0.033313975,0.009535916,0.5484083,0.026100794,0.05310197
1528,0.073749654,0.13782915,0.5926506,0.012278953,0.54033834,0.008236168,0.02339859,0.086988255,0.48416173,0.28581852,0.00061857403,0.010663145,0.5141543,0.040801335,0.033089828,0.027781952,0.00020031101,0.01903329,0.5325566,0.0128536215,0.0070932605,0.05777739,0.0052673817,0.027013443
1529,0.29813573,0.081409216,0.077305324,0.037517395,0.19324481,0.13063113,0.006017495,0.63176936,0.05545302,0.20159249,0.01443757,0.020913878,0.082302265,0.02622948,0.045544315,0.09592812,3.5191726e-05,0.13656056,0.09905736,0.003250002,0.0045129256,0.31140375,0.10615857,0.11336362
1531,0.41203985,0.12432549,0.045799848,0.021670338,0.2544373,0.45600525,0.0012494933,0.33087713,0.024633583,0.087901205,0.016861705,0.015573622,0.19089682,0.0038022017,0.0059626545,0.2565211,9.3881345e-06,0.06851634,0.048433132,0.0025338756,0.0019529958,0.657737,0.025954451,0.10029427
1537,0.39642504,0.03771937,0.01894462,0.100280695,0.21653756,0.48661473,0.0076675657,0.86553353,0.020941094,0.06876264,0.034862734,0.06285096,0.015316074,0.022526318,0.034805723,0.048879586,0.00017878266,0.15915409,0.026916107,0.008025376,0.0066867643,0.35230252,0.40128508,0.16835724
1540,0.25250047,0.071719915,0.11247304,0.028841121,0.6499867,0.2459565,0.0018837453,0.51839125,0.11377112,0.07887539,0.017353306,0.012726991,0.025787842,0.013066197,0.058050293,0.06741086,5.76461e-05,0.26593375,0.016364167,0.008814003,0.009590805,0.23160581,0.013725767,0.03369655
1542,0.29145813,0.028408868,0.039491836,0.057306636,0.23340261,0.28646904,0.0026865695,0.75771767,0.06448825,0.08547714,0.007130241,0.011604016,0.079164535,0.0058892034,0.0061928704,0.07128927,5.953654e-05,0.042344354,0.083181255,0.0027671275,0.039107874,0.38245177,0.024522934,0.0457386
1548,0.052087653,0.02351058,0.045856267,0.07563441,0.58718836,0.2500696,0.01668598,0.7462091,0.12144589,0.051234532,0.029559895,0.017524648,0.027473614,0.04931092,0.05692566,0.058184043,0.00062077865,0.16863292,0.012130496,0.019152757,0.09294299,0.14548157,0.03147191,0.040183224
1549,0.8364175,0.029485494,0.017310953,0.02056688,0.14240657,0.9066047,0.0067541995,0.5483628,0.00885153,0.01767604,0.075145856,0.015980763,0.063639246,0.006040641,0.01156911,0.31259638,0.00018795292,0.025117539,0.09427566,0.004916068,0.0011577847,0.89992785,0.046882592,0.031408235
1552,0.5888876,0.35000202,0.14055844,0.014257753,0.08177143,0.08287921,0.0035599929,0.22129677,0.09049701,0.20403814,0.0043727183,0.03078883,0.2546312,0.0043146526,0.0057712817,0.15057637,1.078717e-05,0.018034188,0.5097395,0.0017488252,0.0021075008,0.60023415,0.047928244,0.1034604
1555,0.11095506,0.04187263,0.061017897,0.06416966,0.19787112,0.34131378,0.041065786,0.47934076,0.046257064,0.117816515,0.017833322,0.016478488,0.57201064,0.020052036,0.010128867,0.22301964,0.00070137216,0.030286724,0.05544602,0.036572065,0.0036782154,0.42847973,0.029603507,0.117802404
1556,0.19230753,0.1537802,0.11762572,0.12091778,0.38167402,0.13507913,0.035532787,0.5442401,0.1039257,0.1273599,0.021695694,0.066130474,0.04332839,0.054278173,0.11178599,0.06602155,0.0005523602,0.1733704,0.033428404,0.022629442,0.01607644,0.19353864,0.12366065,0.12812117
1560,0.17028469,0.25732097,0.25790986,0.03317481,0.4623121,0.047663838,0.005730638,0.5363947,0.3940331,0.18272924,0.0041706427,0.025706943,0.1712316,0.013974679,0.051162716,0.059250265,0.0003524346,0.06719415,0.13341698,0.018357135,0.01657596,0.1419962,0.02813031,0.10632093
1571,0.033320196,0.037088696,0.03839077,0.08387337,0.2852444,0.082875796,0.002513996,0.8951436,0.025087403,0.036031574,0.01246841,0.03191714,0.014697453,0.05575944,0.042031795,0.06339822,4.3642798e-05,0.4894897,0.006949035,0.0054343552,0.008908494,0.121237926,0.17376082,0.068187565
1577,0.50455326,0.2500841,0.15852466,0.008647966,0.06668306,0.018414466,0.0009722147,0.29085186,0.106718384,0.39467743,0.005245613,0.013753965,0.51580954,0.0015227217,0.007160242,0.17282473,2.6562235e-05,0.02870127,0.8932628,0.0019413041,0.0013143797,0.4947257,0.015728073,0.07929352
1581,0.693526,0.07483724,0.03150043,0.02030378,0.032513663,0.3801293,0.0019891541,0.59454834,0.009942673,0.07594064,0.01574832,0.016525945,0.3193388,0.0012958618,0.0046029235,0.3796908,2.037387e-05,0.031291272,0.19883533,0.0013520296,0.0012531023,0.8434875,0.086218365,0.04913422
1585,0.030566828,0.08030551,0.08052388,0.032511517,0.52282155,0.012019576,0.0018337694,0.66080725,0.19785984,0.14058672,0.0035591472,0.010348497,0.045890015,0.033595625,0.048694614,0.02621284,1.7883931e-05,0.51258034,0.0339945,0.003282487,0.010802529,0.06228595,0.042842004,0.07920892
1588,0.06475007,0.14582103,0.0939648,0.101078205,0.54402155,0.02475838,0.0115952855,0.7923834,0.23667604,0.07173488,0.0035127734,0.04536367,0.005013371,0.018565165,0.046295777,0.004672779,3.174165e-05,0.20379871,0.023560714,0.003189612,0.2396189,0.030727658,0.08740935,0.08792539
1589,0.47000405,0.5619235,0.54244506,0.022649745,0.27861685,0.025284069,0.019261975,0.13248353,0.4200478,0.3854898,0.004663628,0.022615068,0.2611229,0.0049101054,0.020725278,0.082461625,0.00031677316,0.021359855,0.5254146,0.017293198,0.0073221754,0.18631715,0.041003488,0.0427162
1591,0.015999183,0.008517772,0.02440476,0.01328953,0.4072219,0.0813751,0.0010066642,0.7881127,0.03299382,0.07894551,0.012569927,0.0045031826,0.09129557,0.00884659,0.039426226,0.046044815,5.7717447e-05,0.24697068,0.005604979,0.0064092847,0.0071104933,0.14187968,0.01400707,0.015011145
1604,0.7226214,0.3017901,0.270448,0.0050260266,0.23826772,0.26082668,0.0010846821,0.21179804,0.114405386,0.29818472,0.010959277,0.007839412,0.5663232,0.0018046148,0.014133307,0.22411446,5.443592e-05,0.011011981,0.36955732,0.012469585,0.0005421046,0.6374873,0.0175831,0.10033263
